序号,目标色坐标,近邻序号,近邻色坐标,Δuv,Δuv统计,K点比例法Ra,精确法最佳Ra,近邻最佳Ra,近邻最佳RGB混色点,近邻最佳比例值,近邻边界
171,"(0.32481, 0.18596)",4,"(0.34245, 0.20653)",0.0226122298839318,"",,,18.8269666174139,"(0.34769, 0.12347)","W=0.6224, RGB=0.3776",B-R
171,"(0.32481, 0.18596)",5,"(0.32630, 0.16886)",0.0231856814577067,"",,,-40.6139937825546,"(0.32403, 0.11196)","W=0.4962, RGB=0.5038",B-R
171,"(0.32481, 0.18596)",6,"(0.35067, 0.18213)",0.0292412845888946,"",,,-2.13797805635105,"(0.35629, 0.12766)","W=0.4716, RGB=0.5284",B-R
172,"(0.33368, 0.20633)",1,"(0.34245, 0.20653)",0.00834006308019664,"dUV max=0.028905, min=0.008340, avg=0.018883",7.1357,7.1357,18.8269666174139,"(0.34769, 0.12347)","W=0.6224, RGB=0.3776",B-R
172,"(0.33368, 0.20633)",2,"(0.32443, 0.21209)",0.0130577379692122,"",,,10.7043870940702,"(0.31761, 0.10883)","W=0.7076, RGB=0.2924",B-R
172,"(0.33368, 0.20633)",3,"(0.31665, 0.19172)",0.0176071280916853,"",,,-6.24778031292528,"(0.30725, 0.10379)","W=0.6529, RGB=0.3471",B-R
172,"(0.33368, 0.20633)",4,"(0.35174, 0.22822)",0.0218303542263629,"",,,32.1409660396531,"(0.36624, 0.13250)","W=0.6762, RGB=0.3238",B-R
172,"(0.33368, 0.20633)",5,"(0.33400, 0.18683)",0.0235595215078508,"",,,4.06523177007876,"(0.33423, 0.11692)","W=0.5628, RGB=0.4372",B-R
172,"(0.33368, 0.20633)",6,"(0.35973, 0.20120)",0.0289053485939349,"",,,12.0273121456355,"(0.37149, 0.13506)","W=0.5364, RGB=0.4636",B-R
173,"(0.34348, 0.22882)",1,"(0.35174, 0.22822)",0.00789220264693651,"dUV max=0.028589, min=0.007892, avg=0.018853",26.7125,26.7125,32.1409660396531,"(0.36624, 0.13250)","W=0.6762, RGB=0.3238",B-R
173,"(0.34348, 0.22882)",2,"(0.33300, 0.23455)",0.0131958935110808,"",,,33.1811159367438,"(0.33253, 0.11609)","W=0.7569, RGB=0.2431",B-R
173,"(0.34348, 0.22882)",3,"(0.32443, 0.21209)",0.0184323071309105,"",,,10.7043870940702,"(0.31761, 0.10883)","W=0.7076, RGB=0.2924",B-R
173,"(0.34348, 0.22882)",4,"(0.36203, 0.25221)",0.0210519042900899,"",,,44.0225093727556,"(0.39347, 0.14576)","W=0.7249, RGB=0.2751",B-R
173,"(0.34348, 0.22882)",5,"(0.34245, 0.20653)",0.0239560674144479,"",,,18.8269666174139,"(0.34769, 0.12347)","W=0.6224, RGB=0.3776",B-R
173,"(0.34348, 0.22882)",6,"(0.36967, 0.22216)",0.0285893776345521,"",,,24.7673911558289,"(0.39174, 0.14492)","W=0.5947, RGB=0.4053",B-R
174,"(0.35435, 0.25379)",1,"(0.36203, 0.25221)",0.00750892511115496,"dUV max=0.028294, min=0.007509, avg=0.018849",41.5202,41.5202,44.0225093727556,"(0.39347, 0.14576)","W=0.7249, RGB=0.2751",B-R
174,"(0.35435, 0.25379)",2,"(0.34251, 0.25945)",0.0133837802397126,"",,,51.0106486275371,"(0.35587, 0.12745)","W=0.8016, RGB=0.1984",B-R
174,"(0.35435, 0.25379)",3,"(0.33300, 0.23455)",0.0192576170894882,"",,,33.1811159367438,"(0.33253, 0.11609)","W=0.7569, RGB=0.2431",B-R
174,"(0.35435, 0.25379)",4,"(0.37346, 0.27889)",0.0202772746219935,"",,,54.652142198099,"(0.43732, 0.16710)","W=0.7692, RGB=0.2308",B-R
174,"(0.35435, 0.25379)",5,"(0.35174, 0.22822)",0.024374210992732,"",,,32.1409660396531,"(0.36624, 0.13250)","W=0.6762, RGB=0.3238",B-R
174,"(0.35435, 0.25379)",6,"(0.38066, 0.24529)",0.0282940405914591,"",,,36.2877958764281,"(0.42009, 0.15871)","W=0.6475, RGB=0.3525",B-R
175,"(0.36649, 0.28166)",1,"(0.37346, 0.27889)",0.00720055090222425,"dUV max=0.027709, min=0.007201, avg=0.018822",54.1413,54.1413,54.652142198099,"(0.43732, 0.16710)","W=0.7692, RGB=0.2308",B-R
175,"(0.36649, 0.28166)",2,"(0.35312, 0.28722)",0.0136193400985521,"",,,63.9545709981708,"(0.39755, 0.14774)","W=0.8423, RGB=0.1577",B-R
175,"(0.36649, 0.28166)",3,"(0.38626, 0.30874)",0.0195069203417223,"",,,64.0532322397905,"(0.51970, 0.20720)","W=0.8098, RGB=0.1902",B-R
175,"(0.36649, 0.28166)",4,"(0.34251, 0.25945)",0.0200830418270859,"",,,51.0106486275371,"(0.35587, 0.12745)","W=0.8016, RGB=0.1984",B-R
175,"(0.36649, 0.28166)",5,"(0.36203, 0.25221)",0.0248128603820042,"",,,44.0225093727556,"(0.39347, 0.14576)","W=0.7249, RGB=0.2751",B-R
175,"(0.36649, 0.28166)",6,"(0.40643, 0.29959)",0.0277092742760817,"",,,55.6427881921418,"(0.53332, 0.21382)","W=0.7394, RGB=0.2606",B-R
176,"(0.38012, 0.31296)",1,"(0.38626, 0.30874)",0.00697701895741146,"dUV max=0.026975, min=0.006977, avg=0.018795",64.4002,65.0602,64.0532322397905,"(0.51970, 0.20720)","W=0.8098, RGB=0.1902",B-R
176,"(0.38012, 0.31296)",2,"(0.36501, 0.31837)",0.0139001496107454,"",,,75.0776420272003,"(0.49319, 0.19429)","W=0.8795, RGB=0.1205",B-R
176,"(0.38012, 0.31296)",3,"(0.40067, 0.34236)",0.018741368669519,"",,,70.01559759245,"(0.67654, 0.31545)","W=0.8195, RGB=0.1805",R-G
176,"(0.38012, 0.31296)",4,"(0.35312, 0.28722)",0.0209085677500298,"",,,63.9545709981708,"(0.39755, 0.14774)","W=0.8423, RGB=0.1577",B-R
176,"(0.38012, 0.31296)",5,"(0.37346, 0.27889)",0.025270947794283,"",,,54.652142198099,"(0.43732, 0.16710)","W=0.7692, RGB=0.2308",B-R
176,"(0.38012, 0.31296)",6,"(0.42170, 0.33175)",0.0269745429071776,"",,,63.475064725665,"(0.67452, 0.28255)","W=0.7797, RGB=0.2203",B-R
177,"(0.39554, 0.34838)",1,"(0.40067, 0.34236)",0.006846644217032,"dUV max=0.026245, min=0.006847, avg=0.018796",61.1196,62.3779,70.01559759245,"(0.67654, 0.31545)","W=0.8195, RGB=0.1805",R-G
177,"(0.39554, 0.34838)",2,"(0.37845, 0.35357)",0.0142235289906591,"",,,76.2647274417958,"(0.59341, 0.37584)","W=0.8160, RGB=0.1840",R-G
177,"(0.39554, 0.34838)",3,"(0.41702, 0.38051)",0.017981233029504,"",,,47.8255160290391,"(0.52879, 0.42277)","W=0.5247, RGB=0.4753",R-G
177,"(0.39554, 0.34838)",4,"(0.36501, 0.31837)",0.0217341833284033,"",,,75.0776420272003,"(0.49319, 0.19429)","W=0.8795, RGB=0.1205",B-R
177,"(0.39554, 0.34838)",5,"(0.38626, 0.30874)",0.0257474357513901,"",,,64.0532322397905,"(0.51970, 0.20720)","W=0.8098, RGB=0.1902",B-R
177,"(0.39554, 0.34838)",6,"(0.43896, 0.36811)",0.0262452840042013,"",,,43.4872662777263,"(0.57097, 0.39214)","W=0.5268, RGB=0.4732",R-G
178,"(0.41314, 0.38879)",1,"(0.41702, 0.38051)",0.00681477540371736,"dUV max=0.026241, min=0.006815, avg=0.018825",44.3334,45.2663,47.8255160290391,"(0.52879, 0.42277)","W=0.5247, RGB=0.4753",R-G
178,"(0.41314, 0.38879)",2,"(0.39376, 0.39366)",0.0145866472488071,"",,,55.7942792432598,"(0.48038, 0.45794)","W=0.5226, RGB=0.4774",R-G
178,"(0.41314, 0.38879)",3,"(0.43574, 0.42418)",0.0172272303688616,"",,,27.676752080501,"(0.48101, 0.45749)","W=0.2523, RGB=0.7477",R-G
178,"(0.41314, 0.38879)",4,"(0.37845, 0.35357)",0.0225598787189479,"",,,76.2647274417958,"(0.59341, 0.37584)","W=0.8160, RGB=0.1840",R-G
178,"(0.41314, 0.38879)",5,"(0.45864, 0.40957)",0.025521966678474,"",,,22.0147868539459,"(0.51162, 0.43525)","W=0.2533, RGB=0.7467",R-G
178,"(0.41314, 0.38879)",6,"(0.40067, 0.34236)",0.0262413219253238,"",,,70.01559759245,"(0.67654, 0.31545)","W=0.8195, RGB=0.1805",R-G
179,"(0.43340, 0.43532)",1,"(0.43574, 0.42418)",0.00688278096684511,"dUV max=0.026752, min=0.006883, avg=0.018882",29.3005,29.7126,27.676752080501,"(0.48101, 0.45749)","W=0.2523, RGB=0.7477",R-G
179,"(0.43340, 0.43532)",2,"(0.41135, 0.43974)",0.0149866161037143,"",,,36.318895657022,"(0.44747, 0.48185)","W=0.2514, RGB=0.7486",R-G
179,"(0.43340, 0.43532)",3,"(0.45738, 0.47465)",0.0164802024977929,"",,,4.10278802143419,"(0.45738, 0.47465)","W=0.0000, RGB=1.0000",
179,"(0.43340, 0.43532)",4,"(0.39376, 0.39366)",0.0233856454676933,"",,,55.7942792432598,"(0.48038, 0.45794)","W=0.5226, RGB=0.4774",R-G
179,"(0.43340, 0.43532)",5,"(0.48129, 0.45728)",0.0248051107048342,"",,,-0.41331676859439,"(0.48129, 0.45728)","W=-0.0000, RGB=1.0000",
179,"(0.43340, 0.43532)",6,"(0.41702, 0.38051)",0.0267516427209802,"",,,47.8255160290391,"(0.52879, 0.42277)","W=0.5247, RGB=0.4753",R-G
180,"(0.45698, 0.48947)",1,"(0.45738, 0.47465)",0.00704777036643463,"dUV max=0.035956, min=0.007048, avg=0.022817",8.7801,8.7801,4.10278802143419,"(0.45738, 0.47465)","W=0.0000, RGB=1.0000",
180,"(0.45698, 0.48947)",2,"(0.43178, 0.49324)",0.0154205684001939,"",,,10.2698056883591,"(0.43178, 0.49324)","W=0.0000, RGB=1.0000",
180,"(0.45698, 0.48947)",3,"(0.41135, 0.43974)",0.0242114762733218,"",,,36.318895657022,"(0.44747, 0.48185)","W=0.2514, RGB=0.7486",R-G
180,"(0.45698, 0.48947)",4,"(0.48129, 0.45728)",0.0269899721811105,"",,,-0.41331676859439,"(0.48129, 0.45728)","W=-0.0000, RGB=1.0000",
180,"(0.45698, 0.48947)",5,"(0.43574, 0.42418)",0.0272774757523379,"",,,27.676752080501,"(0.48101, 0.45749)","W=0.2523, RGB=0.7477",R-G
180,"(0.45698, 0.48947)",6,"(0.40432, 0.51319)",0.035955906139024,"",,,17.5192621722458,"(0.40432, 0.51319)","W=0.0000, RGB=1.0000",
181,"(0.30531, 0.10458)",1,"(0.31536, 0.10774)",0.0113801667410317,"dUV max=0.033754, min=0.011380, avg=0.021049",-219.8259,-219.8259,-139.437539502569,"(0.31536, 0.10774)","W=0.0000, RGB=1.0000",
181,"(0.30531, 0.10458)",2,"(0.29607, 0.09835)",0.0126250935920924,"",,,-205.972995166088,"(0.29607, 0.09835)","W=0.0000, RGB=1.0000",
181,"(0.30531, 0.10458)",3,"(0.30122, 0.11035)",0.0142513916012203,"",,,-149.063654582337,"(0.29984, 0.10019)","W=0.1292, RGB=0.8708",B-R
181,"(0.30531, 0.10458)",4,"(0.32134, 0.12035)",0.0268278124648126,"",,,-90.4922431036657,"(0.32082, 0.11039)","W=0.1210, RGB=0.8790",B-R
181,"(0.30531, 0.10458)",5,"(0.28192, 0.10076)",0.027457410417592,"",,,-153.653607733499,"(0.27977, 0.09041)","W=0.1386, RGB=0.8614",B-R
181,"(0.30531, 0.10458)",6,"(0.30676, 0.12328)",0.0337537176011425,"",,,-108.828141337704,"(0.30428, 0.10235)","W=0.2403, RGB=0.7597",B-R
182,"(0.31154, 0.11745)",1,"(0.32134, 0.12035)",0.0106797062776197,"dUV max=0.028042, min=0.010680, avg=0.018890",-162.0183,-161.7221,-90.4922431036657,"(0.32082, 0.11039)","W=0.1210, RGB=0.8790",B-R
182,"(0.31154, 0.11745)",2,"(0.30122, 0.11035)",0.0134517543623197,"",,,-149.063654582337,"(0.29984, 0.10019)","W=0.1292, RGB=0.8708",B-R
182,"(0.31154, 0.11745)",3,"(0.30676, 0.12328)",0.0140906695347812,"",,,-108.828141337704,"(0.30428, 0.10235)","W=0.2403, RGB=0.7597",B-R
182,"(0.31154, 0.11745)",4,"(0.31536, 0.10774)",0.0210344198017164,"",,,-139.437539502569,"(0.31536, 0.10774)","W=0.0000, RGB=1.0000",
182,"(0.31154, 0.11745)",5,"(0.32780, 0.13396)",0.0260416503110242,"",,,-58.9112402817012,"(0.32727, 0.11353)","W=0.2260, RGB=0.7740",B-R
182,"(0.31154, 0.11745)",6,"(0.28661, 0.11305)",0.0280421641158399,"",,,-110.019966228136,"(0.28236, 0.09168)","W=0.2564, RGB=0.7436",B-R
183,"(0.31827, 0.13136)",1,"(0.32780, 0.13396)",0.00999854692266551,"dUV max=0.028639, min=0.009999, avg=0.018912",-120.5894,-120.2495,-58.9112402817012,"(0.32727, 0.11353)","W=0.2260, RGB=0.7740",B-R
183,"(0.31827, 0.13136)",2,"(0.31275, 0.13725)",0.0139770761095247,"",,,-78.5318390957937,"(0.30958, 0.10493)","W=0.3368, RGB=0.6632",B-R
183,"(0.31827, 0.13136)",3,"(0.30676, 0.12328)",0.0142784202874556,"",,,-108.828141337704,"(0.30428, 0.10235)","W=0.2403, RGB=0.7597",B-R
183,"(0.31827, 0.13136)",4,"(0.32134, 0.12035)",0.0213183848504379,"",,,-90.4922431036657,"(0.32082, 0.11039)","W=0.1210, RGB=0.8790",B-R
183,"(0.31827, 0.13136)",5,"(0.33480, 0.14869)",0.0252580771924984,"",,,-36.538368688849,"(0.33501, 0.11730)","W=0.3180, RGB=0.6820",B-R
183,"(0.31827, 0.13136)",6,"(0.29167, 0.12631)",0.0286388448270051,"",,,-76.6322020441038,"(0.28545, 0.09318)","W=0.3578, RGB=0.6422",B-R
184,"(0.32557, 0.14645)",1,"(0.33480, 0.14869)",0.00934091206570518,"dUV max=0.029118, min=0.009341, avg=0.018931",-50.8375,-50.8375,-36.538368688849,"(0.33501, 0.11730)","W=0.3180, RGB=0.6820",B-R
184,"(0.32557, 0.14645)",2,"(0.31924, 0.15239)",0.0139117658286231,"",,,-55.5694728598865,"(0.31603, 0.10806)","W=0.4214, RGB=0.5786",B-R
184,"(0.32557, 0.14645)",3,"(0.31275, 0.13725)",0.0151050905211538,"",,,-78.5318390957937,"(0.30958, 0.10493)","W=0.3368, RGB=0.6632",B-R
184,"(0.32557, 0.14645)",4,"(0.32780, 0.13396)",0.0216302365251491,"",,,-58.9112402817012,"(0.32727, 0.11353)","W=0.2260, RGB=0.7740",B-R
184,"(0.32557, 0.14645)",5,"(0.34239, 0.16469)",0.0244773417524996,"",,,-18.1087157351834,"(0.34447, 0.12191)","W=0.3993, RGB=0.6007",B-R
184,"(0.32557, 0.14645)",6,"(0.34981, 0.14513)",0.0291183523197005,"",,,-44.950647092333,"(0.35140, 0.12528)","W=0.2134, RGB=0.7866",B-R
185,"(0.33351, 0.16288)",1,"(0.34239, 0.16469)",0.00871213057407333,"dUV max=0.028734, min=0.008712, avg=0.018824",-29.3509,-29.3509,-18.1087157351834,"(0.34447, 0.12191)","W=0.3993, RGB=0.6007",B-R
185,"(0.33351, 0.16288)",2,"(0.32630, 0.16886)",0.0138954195199493,"",,,-40.6139937825546,"(0.32403, 0.11196)","W=0.4962, RGB=0.5038",B-R
185,"(0.33351, 0.16288)",3,"(0.31924, 0.15239)",0.015931764392723,"",,,-55.5694728598865,"(0.31603, 0.10806)","W=0.4214, RGB=0.5786",B-R
185,"(0.33351, 0.16288)",4,"(0.33480, 0.14869)",0.0219687872879312,"",,,-36.538368688849,"(0.33501, 0.11730)","W=0.3180, RGB=0.6820",B-R
185,"(0.33351, 0.16288)",5,"(0.35067, 0.18213)",0.0236997244359737,"",,,-2.13797805635105,"(0.35629, 0.12766)","W=0.4716, RGB=0.5284",B-R
185,"(0.33351, 0.16288)",6,"(0.35790, 0.16069)",0.0287337806160311,"",,,-25.0973473746793,"(0.36183, 0.13036)","W=0.3013, RGB=0.6987",B-R
186,"(0.34219, 0.18082)",1,"(0.35067, 0.18213)",0.00811890899851216,"dUV max=0.028368, min=0.008119, avg=0.018739",-10.7800,-10.7800,-2.13797805635105,"(0.35629, 0.12766)","W=0.4716, RGB=0.5284",B-R
186,"(0.34219, 0.18082)",2,"(0.33400, 0.18683)",0.0139282095786334,"",,,4.06523177007876,"(0.33423, 0.11692)","W=0.5628, RGB=0.4372",B-R
186,"(0.34219, 0.18082)",3,"(0.32630, 0.16886)",0.0167584413638083,"",,,-40.6139937825546,"(0.32403, 0.11196)","W=0.4962, RGB=0.5038",B-R
186,"(0.34219, 0.18082)",4,"(0.34239, 0.16469)",0.022332822950465,"",,,-18.1087157351834,"(0.34447, 0.12191)","W=0.3993, RGB=0.6007",B-R
186,"(0.34219, 0.18082)",5,"(0.35973, 0.20120)",0.0229255425383898,"",,,12.0273121456355,"(0.37149, 0.13506)","W=0.5364, RGB=0.4636",B-R
186,"(0.34219, 0.18082)",6,"(0.36670, 0.17761)",0.0283680936693339,"",,,-8.89548146975065,"(0.37465, 0.13660)","W=0.3795, RGB=0.6205",B-R
187,"(0.35171, 0.20049)",1,"(0.35973, 0.20120)",0.00756961232683108,"dUV max=0.028022, min=0.007570, avg=0.018677",5.5873,5.5873,12.0273121456355,"(0.37149, 0.13506)","W=0.5364, RGB=0.4636",B-R
187,"(0.35171, 0.20049)",2,"(0.34245, 0.20653)",0.0140097909964153,"",,,18.8269666174139,"(0.34769, 0.12347)","W=0.6224, RGB=0.3776",B-R
187,"(0.35171, 0.20049)",3,"(0.33400, 0.18683)",0.0175851209972835,"",,,4.06523177007876,"(0.33423, 0.11692)","W=0.5628, RGB=0.4372",B-R
187,"(0.35171, 0.20049)",4,"(0.36967, 0.22216)",0.0221551562008459,"",,,24.7673911558289,"(0.39174, 0.14492)","W=0.5947, RGB=0.4053",B-R
187,"(0.35171, 0.20049)",5,"(0.35067, 0.18213)",0.0227211185956421,"",,,-2.13797805635105,"(0.35629, 0.12766)","W=0.4716, RGB=0.5284",B-R
187,"(0.35171, 0.20049)",6,"(0.37631, 0.19609)",0.028022030826476,"",,,5.18030482960759,"(0.39079, 0.14445)","W=0.4494, RGB=0.5506",B-R
188,"(0.36219, 0.22217)",1,"(0.36967, 0.22216)",0.00707447959194642,"dUV max=0.027696, min=0.007074, avg=0.018641",20.1566,20.1566,24.7673911558289,"(0.39174, 0.14492)","W=0.5947, RGB=0.4053",B-R
188,"(0.36219, 0.22217)",2,"(0.35174, 0.22822)",0.0141393192454981,"",,,32.1409660396531,"(0.36624, 0.13250)","W=0.6762, RGB=0.3238",B-R
188,"(0.36219, 0.22217)",3,"(0.34245, 0.20653)",0.018411802934531,"",,,18.8269666174139,"(0.34769, 0.12347)","W=0.6224, RGB=0.3776",B-R
188,"(0.36219, 0.22217)",4,"(0.38066, 0.24529)",0.0213889755517697,"",,,36.2877958764281,"(0.42009, 0.15871)","W=0.6475, RGB=0.3525",B-R
188,"(0.36219, 0.22217)",5,"(0.35973, 0.20120)",0.0231324525894592,"",,,12.0273121456355,"(0.37149, 0.13506)","W=0.5364, RGB=0.4636",B-R
188,"(0.36219, 0.22217)",6,"(0.38685, 0.21636)",0.0276963277008669,"",,,17.7086485328568,"(0.41171, 0.15463)","W=0.5124, RGB=0.4876",B-R
189,"(0.37380, 0.24616)",1,"(0.38066, 0.24529)",0.00664562829845221,"dUV max=0.027392, min=0.006646, avg=0.018631",33.0937,33.0937,36.2877958764281,"(0.42009, 0.15871)","W=0.6475, RGB=0.3525",B-R
189,"(0.37380, 0.24616)",2,"(0.36203, 0.25221)",0.0143154928994762,"",,,44.0225093727556,"(0.39347, 0.14576)","W=0.7249, RGB=0.2751",B-R
189,"(0.37380, 0.24616)",3,"(0.35174, 0.22822)",0.019238486878569,"",,,32.1409660396531,"(0.36624, 0.13250)","W=0.6762, RGB=0.3238",B-R
189,"(0.37380, 0.24616)",4,"(0.39284, 0.27096)",0.0206274692410509,"",,,46.6026206309957,"(0.46258, 0.17939)","W=0.6955, RGB=0.3045",B-R
189,"(0.37380, 0.24616)",5,"(0.36967, 0.22216)",0.0235656185710438,"",,,24.7673911558289,"(0.39174, 0.14492)","W=0.5947, RGB=0.4053",B-R
189,"(0.37380, 0.24616)",6,"(0.39846, 0.23868)",0.0273917105682287,"",,,29.0100883451693,"(0.43992, 0.16836)","W=0.5693, RGB=0.4307",B-R
190,"(0.38672, 0.27288)",1,"(0.39284, 0.27096)",0.00629661597459141,"dUV max=0.027109, min=0.006297, avg=0.018650",44.4554,44.4554,46.6026206309957,"(0.46258, 0.17939)","W=0.6955, RGB=0.3045",B-R
190,"(0.38672, 0.27288)",2,"(0.37346, 0.27889)",0.0145366161278946,"",,,54.652142198099,"(0.43732, 0.16710)","W=0.7692, RGB=0.2308",B-R
190,"(0.38672, 0.27288)",3,"(0.40643, 0.29959)",0.019871174668166,"",,,55.6427881921418,"(0.53332, 0.21382)","W=0.7394, RGB=0.2606",B-R
190,"(0.38672, 0.27288)",4,"(0.36203, 0.25221)",0.0200651725813587,"",,,44.0225093727556,"(0.39347, 0.14576)","W=0.7249, RGB=0.2751",B-R
190,"(0.38672, 0.27288)",5,"(0.38066, 0.24529)",0.0240194354166422,"",,,36.2877958764281,"(0.42009, 0.15871)","W=0.6475, RGB=0.3525",B-R
190,"(0.38672, 0.27288)",6,"(0.41131, 0.26340)",0.0271088902550323,"",,,39.2576691617591,"(0.48003, 0.18789)","W=0.6211, RGB=0.3789",B-R
191,"(0.40120, 0.30280)",1,"(0.40643, 0.29959)",0.00604129565968568,"dUV max=0.026532, min=0.006041, avg=0.018647",54.2021,54.5333,55.6427881921418,"(0.53332, 0.21382)","W=0.7394, RGB=0.2606",B-R
191,"(0.40120, 0.30280)",2,"(0.38626, 0.30874)",0.0148006744174225,"",,,64.0532322397905,"(0.51970, 0.20720)","W=0.8098, RGB=0.1902",B-R
191,"(0.40120, 0.30280)",3,"(0.42170, 0.33175)",0.0191207102734461,"",,,63.475064725665,"(0.67452, 0.28255)","W=0.7797, RGB=0.2203",B-R
191,"(0.40120, 0.30280)",4,"(0.37346, 0.27889)",0.0208918598341182,"",,,54.652142198099,"(0.43732, 0.16710)","W=0.7692, RGB=0.2308",B-R
191,"(0.40120, 0.30280)",5,"(0.39284, 0.27096)",0.0244927552573918,"",,,46.6026206309957,"(0.46258, 0.17939)","W=0.6955, RGB=0.3045",B-R
191,"(0.40120, 0.30280)",6,"(0.44162, 0.32169)",0.0265322687026871,"",,,56.2657520765802,"(0.64813, 0.26971)","W=0.7118, RGB=0.2882",B-R
192,"(0.41752, 0.33655)",1,"(0.42170, 0.33175)",0.00589186023510061,"dUV max=0.025791, min=0.005892, avg=0.018645",54.5957,57.3746,63.475064725665,"(0.67452, 0.28255)","W=0.7797, RGB=0.2203",B-R
192,"(0.41752, 0.33655)",2,"(0.40067, 0.34236)",0.0151054162881162,"",,,70.01559759245,"(0.67654, 0.31545)","W=0.8195, RGB=0.1805",R-G
192,"(0.41752, 0.33655)",3,"(0.43896, 0.36811)",0.0183767903425833,"",,,43.4872662777263,"(0.57097, 0.39214)","W=0.5268, RGB=0.4732",R-G
192,"(0.41752, 0.33655)",4,"(0.38626, 0.30874)",0.0217185484598583,"",,,64.0532322397905,"(0.51970, 0.20720)","W=0.8098, RGB=0.1902",B-R
192,"(0.41752, 0.33655)",5,"(0.40643, 0.29959)",0.0249844696907649,"",,,55.6427881921418,"(0.53332, 0.21382)","W=0.7394, RGB=0.2606",B-R
192,"(0.41752, 0.33655)",6,"(0.45967, 0.35640)",0.025790875716061,"",,,41.8939307254743,"(0.60804, 0.36521)","W=0.5290, RGB=0.4710",R-G
193,"(0.43607, 0.37489)",1,"(0.43896, 0.36811)",0.00585642075658438,"dUV max=0.025494, min=0.005856, avg=0.018673",37.5864,38.3773,43.4872662777263,"(0.57097, 0.39214)","W=0.5268, RGB=0.4732",R-G
193,"(0.43607, 0.37489)",2,"(0.41702, 0.38051)",0.0154484343067509,"",,,47.8255160290391,"(0.52879, 0.42277)","W=0.5247, RGB=0.4753",R-G
193,"(0.43607, 0.37489)",3,"(0.45864, 0.40957)",0.0176402428695137,"",,,22.0147868539459,"(0.51162, 0.43525)","W=0.2533, RGB=0.7467",R-G
193,"(0.43607, 0.37489)",4,"(0.40067, 0.34236)",0.0225452383075441,"",,,70.01559759245,"(0.67654, 0.31545)","W=0.8195, RGB=0.1805",R-G
193,"(0.43607, 0.37489)",5,"(0.48018, 0.39584)",0.0250548227125428,"",,,19.100282931618,"(0.53968, 0.41487)","W=0.2543, RGB=0.7457",R-G
193,"(0.43607, 0.37489)",6,"(0.42170, 0.33175)",0.02549351436395,"",,,63.475064725665,"(0.67452, 0.28255)","W=0.7797, RGB=0.2203",B-R
194,"(0.45733, 0.41885)",1,"(0.45864, 0.40957)",0.00593701898197355,"dUV max=0.026019, min=0.005937, avg=0.018732",21.2375,21.5822,22.0147868539459,"(0.51162, 0.43525)","W=0.2533, RGB=0.7467",R-G
194,"(0.45733, 0.41885)",2,"(0.43574, 0.42418)",0.0158272400338365,"",,,27.676752080501,"(0.48101, 0.45749)","W=0.2523, RGB=0.7477",R-G
194,"(0.45733, 0.41885)",3,"(0.48129, 0.45728)",0.0169120311305767,"",,,-0.41331676859439,"(0.48129, 0.45728)","W=-0.0000, RGB=1.0000",
194,"(0.45733, 0.41885)",4,"(0.41702, 0.38051)",0.023371929247511,"",,,47.8255160290391,"(0.52879, 0.42277)","W=0.5247, RGB=0.4753",R-G
194,"(0.45733, 0.41885)",5,"(0.50367, 0.44102)",0.0243245944545549,"",,,-3.12528790354871,"(0.50367, 0.44102)","W=0.0000, RGB=1.0000",
194,"(0.45733, 0.41885)",6,"(0.43896, 0.36811)",0.0260188721274985,"",,,43.4872662777263,"(0.57097, 0.39214)","W=0.5268, RGB=0.4732",R-G
195,"(0.48195, 0.46975)",1,"(0.48129, 0.45728)",0.00612907888450172,"dUV max=0.036505, min=0.006129, avg=0.022613",2.8349,2.8349,-0.41331676859439,"(0.48129, 0.45728)","W=-0.0000, RGB=1.0000",
195,"(0.48195, 0.46975)",2,"(0.45738, 0.47465)",0.0162393292630358,"",,,4.10278802143419,"(0.45738, 0.47465)","W=0.0000, RGB=1.0000",
195,"(0.48195, 0.46975)",3,"(0.43574, 0.42418)",0.0241986211678118,"",,,27.676752080501,"(0.48101, 0.45749)","W=0.2523, RGB=0.7477",R-G
195,"(0.48195, 0.46975)",4,"(0.50367, 0.44102)",0.026044688419672,"",,,-3.12528790354871,"(0.50367, 0.44102)","W=0.0000, RGB=1.0000",
195,"(0.48195, 0.46975)",5,"(0.45864, 0.40957)",0.0265595749630015,"",,,22.0147868539459,"(0.51162, 0.43525)","W=0.2533, RGB=0.7467",R-G
195,"(0.48195, 0.46975)",6,"(0.41135, 0.43974)",0.0365054229461525,"",,,36.318895657022,"(0.44747, 0.48185)","W=0.2514, RGB=0.7486",R-G
196,"(0.32619, 0.11438)",1,"(0.33545, 0.11752)",0.0101755965884354,"dUV max=0.033055, min=0.010176, avg=0.021138",-138.7032,-138.7032,-121.420026731501,"(0.33545, 0.11752)","W=0.0000, RGB=1.0000",
196,"(0.32619, 0.11438)",2,"(0.31536, 0.10774)",0.0134877528682049,"",,,-139.437539502569,"(0.31536, 0.10774)","W=0.0000, RGB=1.0000",
196,"(0.32619, 0.11438)",3,"(0.32134, 0.12035)",0.0150353234746222,"",,,-90.4922431036657,"(0.32082, 0.11039)","W=0.1210, RGB=0.8790",B-R
196,"(0.32619, 0.11438)",4,"(0.34235, 0.13079)",0.0263476449178017,"",,,-74.6363585508438,"(0.34275, 0.12107)","W=0.1138, RGB=0.8862",B-R
